ID,Date,Bench,DiaryNumber,CaseNumber,JudgementBy,URL
5f57359a93fddc044aa32fc8,07-03-2019 ,"HON'BLE THE CHIEF JUSTICE RANJAN GOGOI, HON'BLE MR. JUSTICE S. ABDUL NAZEER, HON'BLE MR. JUSTICE SANJIV KHANNA",25436 / 2013,C.A. No.-009646-009646 / 2013,HON'BLE MR. JUSTICE SANJIV KHANNA,/supremecourt/2013/25436/25436_2013_Judgement_07-Mar-2019.pdf
5f57359b93fddc044aa32fc9,21-02-2019 ,"HON'BLE MR. JUSTICE N.V. RAMANA, HON'BLE MR. JUSTICE DEEPAK GUPTA, HON'BLE MS. JUSTICE INDIRA BANERJEE",25470 / 2014,R.P.(Crl.) No.-000591-000591 / 2014,HON'BLE MR. JUSTICE DEEPAK GUPTA,/supremecourt/2014/25470/25470_2014_Judgement_21-Feb-2019.pdf
5f57359c93fddc044aa32fca,30-01-2019 ,"HON'BLE MR. JUSTICE A.M. KHANWILKAR, HON'BLE MR. JUSTICE AJAY RASTOGI",25489 / 2013,C.A. No.-001316-001316 / 2019,HON'BLE MR. JUSTICE A.M. KHANWILKAR,/supremecourt/2013/25489/25489_2013_Judgement_30-Jan-2019.pdf
5f57359d93fddc044aa32fcb,03-01-2019 ,"HON'BLE MR. JUSTICE UDAY UMESH LALIT, HON'BLE MS. JUSTICE INDU MALHOTRA",25495 / 2015,C.A. No.-000021-000021 / 2019,HON'BLE MR. JUSTICE UDAY UMESH LALIT,/supremecourt/2015/25495/25495_2015_Judgement_03-Jan-2019.pdf
5f57359e93fddc044aa32fcc,01-03-2019 ,"HON'BLE MR. JUSTICE ABHAY MANOHAR SAPRE, HON'BLE MR. JUSTICE DINESH MAHESHWARI",25515 / 2011,C.A. No.-005570-005570 / 2014,HON'BLE MR. JUSTICE ABHAY MANOHAR SAPRE,/supremecourt/2011/25515/25515_2011_Judgement_01-Mar-2019.pdf
5f57359e93fddc044aa32fcd,24-01-2019 ,"HON'BLE MRS. JUSTICE R. BANUMATHI, HON'BLE MR. JUSTICE R. SUBHASH REDDY",25517 / 2006,C.A. No.-001746-001746 / 2010,HON'BLE MRS. JUSTICE R. BANUMATHI,/supremecourt/2006/25517/25517_2006_Judgement_24-Jan-2019.pdf
5f57359f93fddc044aa32fce,28-01-2019 ,"HON'BLE MR. JUSTICE ABHAY MANOHAR SAPRE, HON'BLE MR. JUSTICE DINESH MAHESHWARI",25895 / 2012,Crl.A. No.-001314-001314 / 2013,HON'BLE MR. JUSTICE ABHAY MANOHAR SAPRE,/supremecourt/2012/25895/25895_2012_Judgement_28-Jan-2019.pdf
5f5735a093fddc044aa32fcf,20-02-2019 ,,25956 / 2018,W.P.(C) No.-000845 / 2018,HON'BLE MR. JUSTICE ROHINTON FALI NARIMAN,/supremecourt/2018/25956/25956_2018_Judgement_20-Feb-2019.pdf
5f5735a193fddc044aa32fd0,08-02-2019 ,"HON'BLE DR. JUSTICE D.Y. CHANDRACHUD, HON'BLE MR. JUSTICE HEMANT GUPTA",26115 / 2013,Crl.A. No.-000208-000208 / 2019,HON'BLE DR. JUSTICE D.Y. CHANDRACHUD,/supremecourt/2013/26115/26115_2013_Judgement_08-Feb-2019.pdf
5f5735a293fddc044aa32fd1,20-02-2019 ,"HON'BLE MR. JUSTICE ABHAY MANOHAR SAPRE, HON'BLE MR. JUSTICE DINESH MAHESHWARI",26116 / 2013,Crl.A. No.-000319-000319 / 2019,HON'BLE MR. JUSTICE DINESH MAHESHWARI,/supremecourt/2013/26116/26116_2013_Judgement_20-Feb-2019.pdf
5f5735a393fddc044aa32fd2,07-02-2019 ,"HON'BLE MRS. JUSTICE R. BANUMATHI, HON'BLE MR. JUSTICE R. SUBHASH REDDY",26156 / 2014,C.A. No.-001545-001545 / 2019,HON'BLE MR. JUSTICE R. SUBHASH REDDY,/supremecourt/2014/26156/26156_2014_Judgement_07-Feb-2019.pdf
5f5735a493fddc044aa32fd3,15-03-2019 ,"HON'BLE MR. JUSTICE ABHAY MANOHAR SAPRE, HON'BLE MR. JUSTICE DINESH MAHESHWARI",26222 / 2018,Crl.A. No.-000506-000506 / 2019,HON'BLE MR. JUSTICE ABHAY MANOHAR SAPRE,/supremecourt/2018/26222/26222_2018_Judgement_15-Mar-2019.pdf
5f5735a593fddc044aa32fd4,19-02-2019 ,"HON'BLE MR. JUSTICE N.V. RAMANA, HON'BLE MR. JUSTICE MOHAN M. SHANTANAGOUDAR, HON'BLE MS. JUSTICE INDIRA BANERJEE",26301 / 2009,Crl.A. No.-000312-000312 / 2010,HON'BLE MR. JUSTICE MOHAN M. SHANTANAGOUDAR,/supremecourt/2009/26301/26301_2009_Judgement_19-Feb-2019.pdf
5f5735a593fddc044aa32fd5,26-03-2019 ,"HON'BLE MR. JUSTICE ABHAY MANOHAR SAPRE, HON'BLE MR. JUSTICE DINESH MAHESHWARI",26479 / 2008,C.A. No.-007698-007698 / 2009,HON'BLE MR. JUSTICE DINESH MAHESHWARI,/supremecourt/2008/26479/26479_2008_Judgement_26-Mar-2019.pdf
5f5735a693fddc044aa32fd6,22-01-2019 ,"HON'BLE MR. JUSTICE A.K. SIKRI, HON'BLE MR. JUSTICE ASHOK BHUSHAN",26509 / 2017,C.A. No.-000903-000930 / 2019,HON'BLE MR. JUSTICE A.K. SIKRI,/supremecourt/2017/26509/26509_2017_Judgement_22-Jan-2019.pdf
5f5735a793fddc044aa32fd7,14-03-2019 ,"HON'BLE MRS. JUSTICE R. BANUMATHI, HON'BLE MS. JUSTICE INDIRA BANERJEE",26658 / 2006,C.A. No.-007461-007461 / 2009,HON'BLE MRS. JUSTICE R. BANUMATHI,/supremecourt/2006/26658/26658_2006_Judgement_14-Mar-2019.pdf
5f5735a893fddc044aa32fd8,28-02-2019 ,,26779 / 2018,C.A. No.-002402-002402 / 2019,HON'BLE MR. JUSTICE ROHINTON FALI NARIMAN,/supremecourt/2018/26779/26779_2018_Judgement_28-Feb-2019.pdf
5f5735a993fddc044aa32fd9,05-03-2019 ,"HON'BLE MR. JUSTICE A.K. SIKRI, HON'BLE MR. JUSTICE S. ABDUL NAZEER",26800 / 2017,C.A. No.-002476-002477 / 2019,HON'BLE MR. JUSTICE A.K. SIKRI,/supremecourt/2017/26800/26800_2017_Judgement_05-Mar-2019.pdf
5f5735aa93fddc044aa32fda,07-01-2019 ,"HON'BLE THE CHIEF JUSTICE RANJAN GOGOI, HON'BLE MR. JUSTICE SANJAY KISHAN KAUL",26984 / 2011,Crl.A. No.-000767-000767 / 2012,HON'BLE THE CHIEF JUSTICE RANJAN GOGOI,/supremecourt/2011/26984/26984_2011_Judgement_07-Jan-2019.pdf
5f5735ab93fddc044aa32fdb,19-02-2019 ,"HON'BLE MR. JUSTICE L. NAGESWARA RAO, HON'BLE MS. JUSTICE INDU MALHOTRA",27202 / 2006,Crl.A. No.-001190-001190 / 2009,HON'BLE MR. JUSTICE UDAY UMESH LALIT,/supremecourt/2006/27202/27202_2006_Judgement_19-Feb-2019.pdf
5f5735ac93fddc044aa32fdc,22-02-2019 ,"HON'BLE DR. JUSTICE D.Y. CHANDRACHUD, HON'BLE MR. JUSTICE NAVIN SINHA",27334 / 2018,C.A. No.-001958-001958 / 2019,HON'BLE DR. JUSTICE D.Y. CHANDRACHUD,/supremecourt/2018/27334/27334_2018_Judgement_22-Feb-2019.pdf
5f5735ad93fddc044aa32fdd,28-02-2019 ,"HON'BLE MR. JUSTICE UDAY UMESH LALIT, HON'BLE MS. JUSTICE INDU MALHOTRA",27352 / 2018,C.A. No.-009740-009741 / 2018,HON'BLE MR. JUSTICE UDAY UMESH LALIT,/supremecourt/2018/27352/27352_2018_Judgement_28-Feb-2019.pdf
5f5735ad93fddc044aa32fde,06-03-2019 ,"HON'BLE MR. JUSTICE NAVIN SINHA, HON'BLE MR. JUSTICE M.R. SHAH",27584 / 2017,Crl.A. No.-000442-000442 / 2019,HON'BLE MR. JUSTICE NAVIN SINHA,/supremecourt/2017/27584/27584_2017_Judgement_06-Mar-2019.pdf
5f5735ae93fddc044aa32fdf,09-01-2019 ,"HON'BLE DR. JUSTICE D.Y. CHANDRACHUD, HON'BLE MR. JUSTICE HEMANT GUPTA",27594 / 2016,C.A. No.-000227-000228 / 2019,HON'BLE DR. JUSTICE D.Y. CHANDRACHUD,/supremecourt/2016/27594/27594_2016_Judgement_09-Jan-2019.pdf
5f5735af93fddc044aa32fe0,12-02-2019 ,"HON'BLE THE CHIEF JUSTICE RANJAN GOGOI, HON'BLE MR. JUSTICE NAVIN SINHA, HON'BLE MR. JUSTICE K.M. JOSEPH",27607 / 2017,C.A. No.-009533-009533 / 2018,HON'BLE MR. JUSTICE NAVIN SINHA,/supremecourt/2017/27607/27607_2017_Judgement_12-Feb-2019.pdf
5f5735b093fddc044aa32fe1,28-03-2019 ,"HON'BLE MR. JUSTICE A.M. KHANWILKAR, HON'BLE MR. JUSTICE AJAY RASTOGI",27652 / 2017,C.A. No.-003284-003284 / 2019,HON'BLE MR. JUSTICE A.M. KHANWILKAR,/supremecourt/2017/27652/27652_2017_Judgement_28-Mar-2019.pdf
5f5735b193fddc044aa32fe2,08-03-2019 ,"HON'BLE MR. JUSTICE ASHOK BHUSHAN, HON'BLE MR. JUSTICE K.M. JOSEPH",27658 / 2016,C.A. No.-001681-001681 / 2019,HON'BLE MR. JUSTICE K.M. JOSEPH,/supremecourt/2016/27658/27658_2016_Judgement_08-Mar-2019.pdf
5f5735b293fddc044aa32fe3,20-02-2019 ,"HON'BLE MR. JUSTICE A.M. KHANWILKAR, HON'BLE MR. JUSTICE AJAY RASTOGI",27701 / 2011,C.A. No.-008439-008440 / 2011,HON'BLE MR. JUSTICE AJAY RASTOGI,/supremecourt//2011/2011__Judgement_20-Feb-2019.pdf
5f5735b393fddc044aa32fe4,05-02-2019 ,"HON'BLE MR. JUSTICE ABHAY MANOHAR SAPRE, HON'BLE MR. JUSTICE DINESH MAHESHWARI",27780 / 2018,C.A. No.-001463-001463 / 2019,HON'BLE MR. JUSTICE ABHAY MANOHAR SAPRE,/supremecourt/2018/27780/27780_2018_Judgement_05-Feb-2019.pdf
5f5735b493fddc044aa32fe5,04-01-2019 ,"HON'BLE MR. JUSTICE A.M. KHANWILKAR, HON'BLE MR. JUSTICE AJAY RASTOGI",27832 / 2015,C.A. No.-011934-011934 / 2018,HON'BLE MR. JUSTICE AJAY RASTOGI,/supremecourt/2015/27832/27832_2015_Judgement_04-Jan-2019.pdf
5f5735b593fddc044aa32fe6,25-01-2019 ,"HON'BLE MRS. JUSTICE R. BANUMATHI, HON'BLE MR. JUSTICE R. SUBHASH REDDY",27977 / 2018,Crl.A. No.-000146-000146 / 2019,HON'BLE MRS. JUSTICE R. BANUMATHI,/supremecourt/2018/27977/27977_2018_Judgement_25-Jan-2019.pdf
5f5735b593fddc044aa32fe7,12-02-2019 ,"HON'BLE MR. JUSTICE ASHOK BHUSHAN, HON'BLE MR. JUSTICE K.M. JOSEPH",28353 / 2016,C.A. No.-001533-001533 / 2019,HON'BLE MR. JUSTICE ASHOK BHUSHAN,/supremecourt/2016/28353/28353_2016_Judgement_12-Feb-2019.pdf
5f5735b693fddc044aa32fe8,26-02-2019 ,"HON'BLE MR. JUSTICE UDAY UMESH LALIT, HON'BLE MR. JUSTICE R. SUBHASH REDDY",28446 / 2018,C.A. No.-002276-002276 / 2019,HON'BLE MR. JUSTICE R. SUBHASH REDDY,/supremecourt/2018/28446/28446_2018_Judgement_26-Feb-2019.pdf
5f5735b793fddc044aa32fe9,18-01-2019 ,"HON'BLE THE CHIEF JUSTICE RANJAN GOGOI, HON'BLE MR. JUSTICE L. NAGESWARA RAO, HON'BLE MR. JUSTICE DINESH MAHESHWARI",28803 / 2016,Crl.A. No.-000093-000093 / 2019,HON'BLE MR. JUSTICE L. NAGESWARA RAO,/supremecourt/2016/28803/28803_2016_Judgement_18-Jan-2019.pdf
5f5735b893fddc044aa32fea,14-02-2019 ,,29357 / 2016,C.A. No.-002357-002357 / 2017,HON'BLE MR. JUSTICE A.K. SIKRI,/supremecourt/2016/29357/29357_2016_Judgement_14-Feb-2019.pdf
5f5735b993fddc044aa32feb,07-03-2019 ,"HON'BLE MR. JUSTICE ABHAY MANOHAR SAPRE, HON'BLE MR. JUSTICE DINESH MAHESHWARI",29700 / 2008,Crl.A. No.-000005-000005 / 2009,HON'BLE MR. JUSTICE ABHAY MANOHAR SAPRE,/supremecourt/2008/29700/29700_2008_Judgement_07-Mar-2019.pdf
5f5735ba93fddc044aa32fec,15-03-2019 ,"HON'BLE MRS. JUSTICE R. BANUMATHI, HON'BLE MR. JUSTICE R. SUBHASH REDDY",29728 / 2018,Crl.A. No.-000510-000510 / 2019,HON'BLE MRS. JUSTICE R. BANUMATHI,/supremecourt/2018/29728/29728_2018_Judgement_15-Mar-2019.pdf
5f5735bb93fddc044aa32fed,25-02-2019 ,"HON'BLE MR. JUSTICE ABHAY MANOHAR SAPRE, HON'BLE MR. JUSTICE DINESH MAHESHWARI",30168 / 2018,C.A. No.-002013-002013 / 2019,HON'BLE MR. JUSTICE ABHAY MANOHAR SAPRE,/supremecourt/2018/30168/30168_2018_Judgement_25-Feb-2019.pdf
5f5735bc93fddc044aa32fee,29-03-2019 ,"HON'BLE MR. JUSTICE N.V. RAMANA, HON'BLE MR. JUSTICE MOHAN M. SHANTANAGOUDAR",30304 / 2010,Crl.A. No.-001036-001036 / 2011,HON'BLE MR. JUSTICE N.V. RAMANA,/supremecourt/2010/30304/30304_2010_Judgement_29-Mar-2019.pdf
5f5735bd93fddc044aa32fef,15-03-2019 ,"HON'BLE MR. JUSTICE UDAY UMESH LALIT, HON'BLE MS. JUSTICE INDU MALHOTRA",30364 / 2015,Crl.A. No.-000478-000479 / 2019,HON'BLE MR. JUSTICE UDAY UMESH LALIT,/supremecourt/2019//_2019_Judgement_15-Mar-2019.pdf
5f5735bd93fddc044aa32ff0,05-03-2019 ,"HON'BLE MR. JUSTICE A.K. SIKRI, HON'BLE MR. JUSTICE S. ABDUL NAZEER, HON'BLE MR. JUSTICE M.R. SHAH",30395 / 2010,C.A. No.-008890-008890 / 2012,HON'BLE MR. JUSTICE M.R. SHAH,/supremecourt/2010/30395/30395_2010_Judgement_05-Mar-2019.pdf
5f5735be93fddc044aa32ff1,31-01-2019 ,"HON'BLE MRS. JUSTICE R. BANUMATHI, HON'BLE MR. JUSTICE R. SUBHASH REDDY",30448 / 2008,Crl.A. No.-000138-000138 / 2010,HON'BLE MRS. JUSTICE R. BANUMATHI,/supremecourt/2008/30448/30448_2008_Judgement_31-Jan-2019.pdf
5f5735bf93fddc044aa32ff2,19-02-2019 ,"HON'BLE MR. JUSTICE ABHAY MANOHAR SAPRE, HON'BLE MR. JUSTICE DINESH MAHESHWARI",30474 / 2007,C.A. No.-003416-003445 / 2010,HON'BLE MR. JUSTICE ABHAY MANOHAR SAPRE,/supremecourt/2007/30474/30474_2007_Judgement_19-Feb-2019.pdf
5f5735c093fddc044aa32ff3,07-03-2019 ,"HON'BLE MR. JUSTICE ABHAY MANOHAR SAPRE, HON'BLE MR. JUSTICE DINESH MAHESHWARI",30932 / 2018,C.A. No.-002557-002557 / 2019,HON'BLE MR. JUSTICE ABHAY MANOHAR SAPRE,/supremecourt/2018/30932/30932_2018_Judgement_07-Mar-2019.pdf
5f5735c193fddc044aa32ff4,31-01-2019 ,"HON'BLE MR. JUSTICE ABHAY MANOHAR SAPRE, HON'BLE MR. JUSTICE DINESH MAHESHWARI",30939 / 2018,C.A. No.-001331-001331 / 2019,HON'BLE MR. JUSTICE ABHAY MANOHAR SAPRE,/supremecourt/2018/30939/30939_2018_Judgement_31-Jan-2019.pdf
5f5735c293fddc044aa32ff5,31-01-2019 ,"HON'BLE MR. JUSTICE ROHINTON FALI NARIMAN, HON'BLE MR. JUSTICE NAVIN SINHA",30947 / 2018,C.A. No.-008430 / 2018,HON'BLE MR. JUSTICE ROHINTON FALI NARIMAN,/supremecourt/2018/30947/30947_2018_Judgement_31-Jan-2019.pdf
5f5735c393fddc044aa32ff6,08-02-2019 ,"HON'BLE MR. JUSTICE L. NAGESWARA RAO, HON'BLE MR. JUSTICE M.R. SHAH",31029 / 2016,C.A. No.-001572-001572 / 2019,HON'BLE MR. JUSTICE L. NAGESWARA RAO,/supremecourt/2016/31029/31029_2016_Judgement_08-Feb-2019.pdf
5f5735c493fddc044aa32ff7,05-02-2019 ,"HON'BLE MR. JUSTICE ASHOK BHUSHAN, HON'BLE MR. JUSTICE K.M. JOSEPH",31054 / 2006,C.A. No.-000516-000516 / 2009,HON'BLE MR. JUSTICE ASHOK BHUSHAN,/supremecourt/2006/31054/31054_2006_Judgement_05-Feb-2019.pdf
5f5735c593fddc044aa32ff8,11-03-2019 ,"HON'BLE MRS. JUSTICE R. BANUMATHI, HON'BLE MR. JUSTICE R. SUBHASH REDDY",31103 / 2018,Crl.A. No.-000467-000467 / 2019,HON'BLE MRS. JUSTICE R. BANUMATHI,/supremecourt/2018/31103/31103_2018_Judgement_11-Mar-2019.pdf
5f5735c593fddc044aa32ff9,12-02-2019 ,"HON'BLE DR. JUSTICE D.Y. CHANDRACHUD, HON'BLE MR. JUSTICE HEMANT GUPTA",31233 / 2014,C.A. No.-012367-012367 / 2017,HON'BLE MR. JUSTICE HEMANT GUPTA,/supremecourt/2014/31233/31233_2014_Judgement_12-Feb-2019.pdf
5f5735c693fddc044aa32ffa,11-02-2019 ,"HON'BLE MR. JUSTICE ARUN MISHRA, HON'BLE MR. JUSTICE NAVIN SINHA",31288 / 2010,Crl.A. No.-002450-002451 / 2010,HON'BLE MR. JUSTICE NAVIN SINHA,/supremecourt/2010/31288/31288_2010_Judgement_11-Feb-2019.pdf
5f5735c793fddc044aa32ffb,06-02-2019 ,"HON'BLE MRS. JUSTICE R. BANUMATHI, HON'BLE MR. JUSTICE R. SUBHASH REDDY",31304 / 2016,C.A. No.-001509-001509 / 2019,HON'BLE MRS. JUSTICE R. BANUMATHI,/supremecourt/2016/31304/31304_2016_Judgement_06-Feb-2019.pdf
5f5735c893fddc044aa32ffc,05-02-2019 ,"HON'BLE MR. JUSTICE A.K. SIKRI, HON'BLE MR. JUSTICE S. ABDUL NAZEER, HON'BLE MR. JUSTICE M.R. SHAH",31694 / 2017,C.A. No.-001468-001469 / 2019,HON'BLE MR. JUSTICE M.R. SHAH,/supremecourt/2017/31694/31694_2017_Judgement_05-Feb-2019.pdf
5f5735c993fddc044aa32ffd,22-02-2019 ,"HON'BLE MR. JUSTICE L. NAGESWARA RAO, HON'BLE MR. JUSTICE M.R. SHAH",31777 / 2013,Crl.A. No.-000336-000336 / 2019,HON'BLE MR. JUSTICE L. NAGESWARA RAO,/supremecourt/2013/31777/31777_2013_Judgement_22-Feb-2019.pdf
5f5735ca93fddc044aa32ffe,11-01-2019 ,"HON'BLE MR. JUSTICE UDAY UMESH LALIT, HON'BLE MR. JUSTICE ASHOK BHUSHAN",31849 / 2018,Crl.A. No.-000056-000056 / 2019,HON'BLE MR. JUSTICE UDAY UMESH LALIT,/supremecourt/2018/31849/31849_2018_Judgement_11-Jan-2019.pdf
5f5735cb93fddc044aa32fff,29-01-2019 ,"HON'BLE MR. JUSTICE N.V. RAMANA, HON'BLE MR. JUSTICE MOHAN M. SHANTANAGOUDAR, HON'BLE MS. JUSTICE INDIRA BANERJEE",31875 / 2006,C.A. No.-004527-004527 / 2009,HON'BLE MR. JUSTICE MOHAN M. SHANTANAGOUDAR,/supremecourt/2006/31875/31875_2006_Judgement_29-Jan-2019.pdf
5f5735cd93fddc044aa33001,26-02-2019 ,"HON'BLE MR. JUSTICE ABHAY MANOHAR SAPRE, HON'BLE MR. JUSTICE DINESH MAHESHWARI",32035 / 2014,C.A. No.-010629-010631 / 2014,HON'BLE MR. JUSTICE ABHAY MANOHAR SAPRE,/supremecourt/2014/32035/32035_2014_Judgement_26-Feb-2019.pdf
5f5735ce93fddc044aa33002,11-02-2019 ,"HON'BLE MR. JUSTICE L. NAGESWARA RAO, HON'BLE MR. JUSTICE M.R. SHAH",32125 / 2010,Crl.A. No.-001842-001842 / 2012,HON'BLE MR. JUSTICE L. NAGESWARA RAO,/supremecourt/2010/32125/32125_2010_Judgement_11-Feb-2019.pdf
5f5735ce93fddc044aa33003,17-01-2019 ,"HON'BLE THE CHIEF JUSTICE, HON'BLE MR. JUSTICE L. NAGESWARA RAO, HON'BLE MR. JUSTICE R. SUBHASH REDDY",32149 / 2017,W.P.(C) No.-001001 / 2017,HON'BLE MR. JUSTICE L. NAGESWARA RAO,/supremecourt/2017/32149/32149_2017_Judgement_17-Jan-2019.pdf
5f5735cf93fddc044aa33004,15-02-2019 ,"HON'BLE MR. JUSTICE UDAY UMESH LALIT, HON'BLE MS. JUSTICE INDU MALHOTRA",32168 / 2018,C.A. No.-001695-001695 / 2019,HON'BLE MR. JUSTICE UDAY UMESH LALIT,/supremecourt/2018/32168/32168_2018_Judgement_15-Feb-2019.pdf
5f5735d093fddc044aa33005,21-02-2019 ,"HON'BLE MR. JUSTICE A.K. SIKRI, HON'BLE MR. JUSTICE S. ABDUL NAZEER, HON'BLE MR. JUSTICE M.R. SHAH",32254 / 2009,C.A. No.-003910-003910 / 2013,HON'BLE MR. JUSTICE S. ABDUL NAZEER,/supremecourt/2009/32254/32254_2009_Judgement_21-Feb-2019.pdf
5f5735d193fddc044aa33006,21-02-2019 ,"HON'BLE MR. JUSTICE UDAY UMESH LALIT, HON'BLE MR. JUSTICE ASHOK BHUSHAN",32660 / 2018,C.A. No.-001928-001928 / 2019,HON'BLE MR. JUSTICE UDAY UMESH LALIT,/supremecourt/2018/32660/32660_2018_Judgement_21-Feb-2019.pdf
5f5735d293fddc044aa33007,08-03-2019 ,"HON'BLE MR. JUSTICE UDAY UMESH LALIT, HON'BLE MS. JUSTICE INDU MALHOTRA",32893 / 2018,C.A. No.-002560-002560 / 2019,HON'BLE MR. JUSTICE UDAY UMESH LALIT,/supremecourt/2018/32893/32893_2018_Judgement_08-Mar-2019.pdf
5f5735d393fddc044aa33008,27-02-2019 ,"HON'BLE MR. JUSTICE ASHOK BHUSHAN, HON'BLE MR. JUSTICE K.M. JOSEPH",32922 / 2015,Crl.A. No.-000174-000174 / 2019,HON'BLE MR. JUSTICE ASHOK BHUSHAN,/supremecourt/2015/32922/32922_2015_Judgement_27-Feb-2019.pdf
5f5735d493fddc044aa33009,20-02-2019 ,"HON'BLE MR. JUSTICE A.K. SIKRI, HON'BLE MR. JUSTICE S. ABDUL NAZEER, HON'BLE MR. JUSTICE M.R. SHAH",32960 / 2015,W.P.(Crl.) No.-000188-000188 / 2015,HON'BLE MR. JUSTICE S. ABDUL NAZEER,/supremecourt/2015/32960/32960_2015_Judgement_20-Feb-2019.pdf
5f5735d593fddc044aa3300a,06-02-2019 ,"HON'BLE MRS. JUSTICE R. BANUMATHI, HON'BLE MR. JUSTICE R. SUBHASH REDDY",33050 / 2017,C.A. No.-001510-001510 / 2019,HON'BLE MRS. JUSTICE R. BANUMATHI,/supremecourt/2017/33050/33050_2017_Judgement_06-Feb-2019.pdf
5f5735d693fddc044aa3300b,06-03-2019 ,"HON'BLE MR. JUSTICE ABHAY MANOHAR SAPRE, HON'BLE MR. JUSTICE DINESH MAHESHWARI",33122 / 2006,C.A. No.-007292-007292 / 2009,HON'BLE MR. JUSTICE DINESH MAHESHWARI,/supremecourt/2006/33122/33122_2006_Judgement_06-Mar-2019.pdf
5f5735d793fddc044aa3300c,11-03-2019 ,"HON'BLE DR. JUSTICE D.Y. CHANDRACHUD, HON'BLE MR. JUSTICE HEMANT GUPTA",33195 / 2016,C.A. No.-003095-003095 / 2017,HON'BLE DR. JUSTICE D.Y. CHANDRACHUD,/supremecourt/2016/33195/33195_2016_Judgement_11-Mar-2019.pdf
5f5735d793fddc044aa3300d,28-01-2019 ,"HON'BLE MR. JUSTICE ABHAY MANOHAR SAPRE, HON'BLE MR. JUSTICE DINESH MAHESHWARI",33240 / 2017,C.A. No.-001237-001238 / 2019,HON'BLE MR. JUSTICE ABHAY MANOHAR SAPRE,/supremecourt/2017/33240/33240_2017_Judgement_28-Jan-2019.pdf
5f5735d893fddc044aa3300e,18-02-2019 ,"HON'BLE MR. JUSTICE ABHAY MANOHAR SAPRE, HON'BLE MR. JUSTICE DINESH MAHESHWARI",33351 / 2018,C.A. No.-001727-001732 / 2019,HON'BLE MR. JUSTICE ABHAY MANOHAR SAPRE,/supremecourt/2018/33351/33351_2018_Judgement_18-Feb-2019.pdf
5f5735d993fddc044aa3300f,15-03-2019 ,"HON'BLE MR. JUSTICE SANJAY KISHAN KAUL, HON'BLE MS. JUSTICE INDIRA BANERJEE",33503 / 2016,C.A. No.-010904-010904 / 2016,HON'BLE MR. JUSTICE SANJAY KISHAN KAUL,/supremecourt//2016/2016__Judgement_15-Mar-2019.pdf
5f5735da93fddc044aa33010,28-03-2019 ,"HON'BLE MR. JUSTICE ABHAY MANOHAR SAPRE, HON'BLE MR. JUSTICE DINESH MAHESHWARI",33549 / 2011,C.A. No.-003276-003281 / 2019,HON'BLE MR. JUSTICE ABHAY MANOHAR SAPRE,/supremecourt/2011/33549/33549_2011_Judgement_28-Mar-2019.pdf
5f5735db93fddc044aa33011,08-02-2019 ,,33556 / 2017,SLP(C) No.-030335 / 2017,HON'BLE MR. JUSTICE UDAY UMESH LALIT,/supremecourt/2017/33556/33556_2017_Judgement_08-Feb-2019.pdf
5f5735dc93fddc044aa33012,29-01-2019 ,"HON'BLE MR. JUSTICE UDAY UMESH LALIT, HON'BLE MS. JUSTICE INDU MALHOTRA",33756 / 2018,C.A. No.-001265-001266 / 2019,HON'BLE MR. JUSTICE UDAY UMESH LALIT,/supremecourt/2018/33756/33756_2018_Judgement_29-Jan-2019.pdf
5f5735dd93fddc044aa33013,08-01-2019 ,"HON'BLE DR. JUSTICE D.Y. CHANDRACHUD, HON'BLE MR. JUSTICE HEMANT GUPTA",34120 / 2013,C.A. No.-000175-000176 / 2019,HON'BLE DR. JUSTICE D.Y. CHANDRACHUD,/supremecourt/2013/34120/34120_2013_10_14_11255_Judgement_08-Jan-2019.pdf
5f5735de93fddc044aa33014,22-02-2019 ,"HON'BLE MR. JUSTICE L. NAGESWARA RAO, HON'BLE MR. JUSTICE M.R. SHAH",34180 / 2012,C.A. No.-001961-001961 / 2019,HON'BLE MR. JUSTICE L. NAGESWARA RAO,/supremecourt/2012/34180/34180_2012_Judgement_22-Feb-2019.pdf
5f5735df93fddc044aa33015,07-01-2019 ,"HON'BLE DR. JUSTICE D.Y. CHANDRACHUD, HON'BLE MR. JUSTICE HEMANT GUPTA",34273 / 2018,C.A. No.-000116-000116 / 2019,HON'BLE DR. JUSTICE D.Y. CHANDRACHUD,/supremecourt/2018/34273/34273_2018_Judgement_07-Jan-2019.pdf
5f5735df93fddc044aa33016,21-01-2019 ,"HON'BLE DR. JUSTICE D.Y. CHANDRACHUD, HON'BLE MR. JUSTICE HEMANT GUPTA",34378 / 2016,C.A. No.-000888-000888 / 2019,HON'BLE DR. JUSTICE D.Y. CHANDRACHUD,/supremecourt/2016/34378/34378_2016_Judgement_21-Jan-2019.pdf
5f5735e093fddc044aa33017,25-02-2019 ,"HON'BLE MR. JUSTICE SANJAY KISHAN KAUL, HON'BLE MS. JUSTICE INDIRA BANERJEE",34426 / 2017,C.A. No.-002024-002024 / 2019,HON'BLE MR. JUSTICE SANJAY KISHAN KAUL,/supremecourt/2017/34426/34426_2017_Judgement_25-Feb-2019.pdf
